序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
137,688108,赛诺医疗,12.4,4.82,0.57,94282.0,116668103.0,7.1,12.62,11.78,11.9,11.83,0.94,2.3,-85.85,6.16,5084000000.0,5084000000.0,0.0,-0.08,18.43,117.16
138,002993,奥海科技,39.49,4.75,1.79,65863.0,257044685.81,6.1,39.65,37.35,37.6,37.7,2.8,2.77,25.34,2.36,10900819600.0,9394266228.0,0.03,-0.03,18.87,17.15
139,600895,张江高科,23.87,4.74,1.08,1978323.0,4793429550.0,10.93,24.99,22.5,22.5,22.79,1.09,12.77,47.11,3.1,36967219559.0,36967219559.0,0.0,-0.13,69.65,113.51
140,688798,艾为电子,67.66,4.67,3.02,12993.0,87388413.0,6.95,69.0,64.51,64.51,64.64,2.01,0.97,-112.6,4.44,15697725219.0,9108629325.0,0.01,0.12,-1.66,-0.85
141,430425,乐创技术,12.55,4.67,0.56,3068.0,3771931.14,7.09,12.65,11.8,12.02,11.99,2.54,1.62,21.41,2.02,454211068.0,238037318.0,-0.08,-0.08,-13.98,-33.95
142,300290,荣科科技,4.94,4.66,0.22,353299.0,173990239.02,5.51,5.01,4.75,4.77,4.72,2.18,5.53,-467.89,3.92,3164354391.0,3157778016.0,0.0,0.2,5.78,9.78
143,688319,欧林生物,19.14,4.65,0.85,102697.0,197197925.0,6.51,19.67,18.48,18.6,18.29,6.33,3.56,136.16,8.45,7773869862.0,5516640855.0,0.31,0.31,-13.51,38.0
144,300840,酷特智能,16.71,4.63,0.74,91318.0,150747091.58,6.83,16.98,15.89,15.98,15.97,1.38,5.16,28.59,3.51,4010400000.0,2959092606.0,-0.24,-0.24,29.74,87.96
145,603023,威帝股份,5.21,4.62,0.23,862903.0,434173155.0,13.45,5.47,4.8,4.9,4.98,1.85,15.35,708.12,3.81,2928435794.0,2928435794.0,0.0,-0.19,4.41,37.11
146,300645,正元智慧,27.28,4.6,1.2,27090.0,73627882.82,5.83,27.58,26.06,26.06,26.08,0.95,1.93,166.44,3.82,3829131393.0,3829131393.0,0.04,0.07,0.66,8.56
147,002115,三维通信,6.62,4.58,0.29,598270.0,397616724.71,8.85,6.88,6.32,6.33,6.33,3.63,7.95,48.53,2.22,5368762618.0,4979309342.0,0.0,0.0,-7.54,46.14
148,003005,竞业达,32.66,4.58,1.43,97718.0,314448038.51,6.28,32.99,31.03,31.35,31.23,1.47,18.4,1120.98,3.27,4846744000.0,1734704938.0,0.03,0.15,7.01,-18.76
149,002654,万润科技,13.13,4.54,0.57,1914617.0,2456225354.26,10.83,13.54,12.18,12.6,12.56,1.43,24.42,-817.93,7.83,11098822403.0,10294924274.0,-0.15,-0.15,27.6,160.52
150,688115,思林杰,32.25,4.54,1.4,18915.0,60111644.0,5.19,32.5,30.9,30.99,30.85,1.42,4.56,-108.92,1.66,2150107500.0,1337494575.0,-0.06,0.12,-7.43,-15.8
151,300047,天源迪科,9.0,4.53,0.39,794240.0,701508822.71,5.69,9.0,8.51,8.57,8.61,1.47,14.74,89.98,1.73,5739702048.0,4850290377.0,0.11,0.11,19.05,50.25
152,603160,汇顶科技,65.58,4.49,2.82,94424.0,609930862.0,5.47,65.8,62.37,62.6,62.76,1.63,2.06,-110.44,3.93,30035190187.0,30035190187.0,-0.11,0.15,38.68,30.64
153,002870,香山股份,33.73,4.46,1.44,56559.0,190090950.0,4.65,34.18,32.68,32.68,32.29,3.99,5.13,37.23,2.75,4454911202.0,3719966343.0,-0.03,-0.03,2.52,28.99
154,600203,福日电子,7.53,4.44,0.32,815253.0,607177668.0,6.38,7.65,7.19,7.33,7.21,1.93,13.75,-18.04,2.0,4465200257.0,4465200257.0,0.0,-0.26,25.5,28.72
155,688152,麒麟信安,80.15,4.38,3.36,15633.0,124136027.0,5.17,80.57,76.6,77.04,76.79,0.98,8.83,-220.67,4.92,6310901916.0,1418700926.0,0.06,0.16,-27.14,-29.92
156,002175,东方智造,3.12,4.35,0.13,663540.0,204495052.09,7.02,3.18,2.97,2.99,2.99,1.23,5.2,46.23,6.88,3983555868.0,3983532468.0,-0.32,0.0,7.96,-12.85
157,002892,科力尔,15.63,4.34,0.65,763432.0,1155172257.8,8.61,15.7,14.41,14.86,14.98,1.14,27.71,99.37,5.52,6942056763.0,4306328756.0,0.06,0.39,11.64,102.99
158,000541,佛山照明,5.82,4.3,0.24,384636.0,224287125.0,5.91,6.05,5.72,5.77,5.58,6.22,3.64,23.46,1.54,7926808846.0,6148836111.0,0.0,0.34,4.3,20.75
159,603256,宏和科技,8.79,4.27,0.36,192252.0,167876791.0,8.3,9.09,8.39,8.46,8.43,1.41,2.19,-187.17,5.3,7757284875.0,7732804725.0,-0.11,0.0,7.85,35.44
160,603005,晶方科技,22.74,4.26,0.93,587719.0,1321438981.0,6.42,23.15,21.75,21.9,21.81,1.63,9.01,96.86,3.66,14840470239.0,14830384594.0,0.04,0.09,13.42,23.05
161,002564,*ST天沃,3.18,4.26,0.13,296147.0,93354487.0,5.25,3.2,3.04,3.05,3.05,1.24,3.45,-4.94,-1.13,2731316237.0,2729862881.0,-0.31,-0.31,19.55,-41.54
162,300576,容大感光,46.67,4.22,1.89,293557.0,1375417338.29,7.99,48.07,44.49,44.66,44.78,1.5,20.68,128.09,9.55,11500604160.0,6623973954.0,0.04,0.26,6.07,149.17
163,300264,佳创视讯,6.92,4.22,0.28,387999.0,264077208.71,5.57,6.98,6.61,6.62,6.64,1.27,10.53,-53.63,22.15,2981534025.0,2550840235.0,-0.14,0.29,4.85,14.76
164,002261,拓维信息,19.65,4.19,0.79,2674170.0,5213012756.46,9.54,20.39,18.59,18.85,18.86,1.74,23.85,213.08,9.65,24638254169.0,22036798018.0,-0.05,-0.41,-7.27,196.38
165,301099,雅创电子,50.06,4.18,2.01,60054.0,297263829.15,5.6,50.49,47.8,49.09,48.05,4.44,21.23,65.24,4.11,4004800000.0,1415781902.0,0.02,0.1,-20.22,-26.84
166,002240,盛新锂能,22.97,4.17,0.92,269387.0,618357252.63,6.67,23.58,22.11,22.12,22.05,2.08,3.17,17.31,1.63,21173421480.0,19521507514.0,-0.04,0.17,-27.06,-37.65
167,300671,富满微,34.97,4.17,1.4,46941.0,163123703.0,5.33,35.4,33.61,33.88,33.57,2.38,2.16,-37.17,3.66,7613824821.0,7589177720.0,0.09,0.11,-14.71,-14.44
168,301268,铭利达,28.24,4.17,1.13,50370.0,142538839.61,7.08,29.1,27.18,27.28,27.11,2.47,2.4,29.06,4.88,11296282400.0,5934990694.0,-0.28,0.07,-25.23,-43.47
169,300571,平治信息,36.03,4.16,1.44,52969.0,191602346.05,8.7,37.52,34.51,34.59,34.59,2.91,4.58,142.17,3.08,5027204433.0,4165496613.0,0.08,-0.41,0.92,28.68
170,600862,中航高科,25.82,4.11,1.02,137714.0,354563732.0,4.03,26.0,25.0,25.0,24.8,2.75,0.99,31.97,5.95,35968527943.0,35968527943.0,-0.04,-0.12,4.24,16.67
171,300370,安控科技,3.04,4.11,0.12,1032761.0,318641260.87,8.9,3.23,2.97,2.97,2.92,1.07,9.19,-27.25,6.71,4758743724.0,3415990377.0,0.0,0.0,3.05,22.09
172,300116,保力新,1.52,4.11,0.06,1667136.0,256678229.07,10.27,1.61,1.46,1.47,1.46,3.5,4.06,-54.8,30.03,6726898878.0,6237846736.0,0.0,-0.65,11.76,-7.32
173,301338,凯格精机,43.86,4.08,1.72,69687.0,301824918.17,3.56,43.9,42.4,42.41,42.14,0.94,20.32,66.67,3.35,4666704000.0,1504398000.0,0.02,0.0,20.03,21.7
174,002885,京泉华,20.41,4.08,0.8,501368.0,1014820675.89,11.27,21.5,19.29,19.51,19.61,2.16,22.21,42.56,3.89,5558385067.0,4606627906.0,0.05,0.1,-2.67,-3.86
175,688737,中自科技,32.41,4.04,1.26,24066.0,77595473.0,7.35,32.9,30.61,30.61,31.15,1.51,3.6,94.56,2.09,3897071935.0,2164202446.0,0.37,0.34,5.74,19.99
176,003007,直真科技,25.78,4.04,1.0,71416.0,182040403.0,3.87,25.9,24.94,25.2,24.78,1.2,18.52,-32.57,3.48,2681120000.0,994190619.0,0.04,-0.08,1.3,-7.5
177,301178,天亿马,36.88,4.03,1.43,41472.0,151339607.86,5.87,37.39,35.31,35.41,35.45,2.09,9.51,4529.41,2.96,2432486784.0,1607925809.0,0.19,0.05,19.66,53.67
178,688182,灿勤科技,23.35,4.01,0.9,62416.0,145643577.0,6.64,24.0,22.51,22.51,22.45,1.4,6.4,215.94,4.44,9340000000.0,2278147420.0,0.09,0.21,-1.73,104.65
179,603936,博敏电子,10.69,3.99,0.41,354238.0,379328812.0,8.46,11.15,10.28,10.29,10.28,2.76,5.55,47.32,1.31,6820466982.0,6820466982.0,0.0,0.09,-9.64,-12.38
180,003043,华亚智能,54.41,3.95,2.07,20477.0,110929608.2,4.47,54.84,52.5,53.28,52.34,1.41,7.06,43.15,4.33,4352830470.0,1577113624.0,0.02,0.07,2.2,-10.2
181,603727,博迈科,13.95,3.95,0.53,221589.0,319661918.0,9.99,14.76,13.42,13.42,13.42,4.28,7.87,-27.66,1.22,3929983914.0,3929983914.0,0.22,0.58,16.93,23.34
182,300279,和晶科技,6.09,3.92,0.23,226053.0,138143203.6,6.48,6.23,5.85,5.88,5.86,3.43,5.24,70.25,3.43,2925635129.0,2628052803.0,0.0,0.16,11.13,23.28
183,688416,恒烁股份,60.9,3.89,2.28,21440.0,129415256.0,5.65,61.88,58.57,58.57,58.62,1.81,7.57,-52.1,3.04,5032610291.0,1724693542.0,0.16,0.13,-24.95,60.22
184,300049,福瑞股份,36.88,3.89,1.38,108736.0,390835097.58,5.32,36.88,34.99,35.61,35.5,0.81,4.72,110.7,6.38,9701398328.0,8500869320.0,0.52,1.29,67.26,52.21
185,600171,上海贝岭,16.05,3.88,0.6,131689.0,209684174.0,4.85,16.27,15.52,15.55,15.45,3.03,1.86,-90.24,2.81,11424563324.0,11333398907.0,0.06,0.12,-11.33,-6.85
186,300628,亿联网络,37.2,3.88,1.39,69132.0,256242299.87,4.66,37.5,35.83,35.9,35.81,1.94,0.96,22.83,6.65,47013925514.0,26896310297.0,0.0,0.19,9.73,-11.11
187,300123,亚光科技,6.98,3.87,0.26,494730.0,346169566.23,6.99,7.19,6.72,6.74,6.72,3.71,4.95,508.01,2.61,7132402179.0,6982609250.0,-0.14,0.0,-0.29,18.1
188,002765,蓝黛科技,7.04,3.83,0.26,565920.0,397938002.36,6.78,7.25,6.79,6.8,6.78,2.31,11.3,44.83,1.65,4620796154.0,3526668506.0,-0.14,0.0,-10.43,-21.25
189,002528,英飞拓,9.21,3.83,0.34,943912.0,870269151.58,9.58,9.64,8.79,8.82,8.87,1.86,9.02,-55.31,9.5,11039797505.0,9637705502.0,0.0,0.11,16.43,-17.91
190,300266,兴源环境,3.54,3.81,0.13,329997.0,115985189.48,4.69,3.57,3.41,3.41,3.41,1.48,2.12,-11.41,5.14,5500477892.0,5500363196.0,0.28,0.0,8.59,10.63
191,688262,国芯科技,29.45,3.81,1.08,76716.0,227862198.0,7.68,30.58,28.4,28.4,28.37,2.15,2.91,-132.47,3.77,9895197438.0,7773144851.0,-0.03,-0.17,-31.69,-0.57
192,301382,蜂助手,40.37,3.81,1.48,47613.0,190042007.56,3.24,40.39,39.13,39.19,38.89,1.37,13.16,54.54,4.27,6846106080.0,1460854859.0,0.05,0.6,8.76,69.62
193,300659,中孚信息,23.11,3.77,0.84,90595.0,207928964.64,4.09,23.27,22.36,22.55,22.27,1.2,5.9,-14.36,5.17,5212246894.0,3546743536.0,0.0,0.13,12.79,-13.35
194,000046,*ST泛海,2.48,3.77,0.09,2436283.0,582801337.17,10.04,2.51,2.27,2.27,2.39,2.7,4.71,-1.53,-1.36,12886577627.0,12830382749.0,-0.4,-0.8,121.43,98.4
195,301337,亚华电子,33.24,3.71,1.19,32786.0,107824728.44,4.62,33.47,31.99,32.28,32.05,2.99,13.27,113.58,3.06,3463608000.0,821211186.0,0.03,0.24,-1.98,1.96
196,300608,思特奇,10.68,3.69,0.38,191601.0,203498374.25,2.72,10.73,10.45,10.53,10.3,1.82,7.07,-35.25,2.38,3493813025.0,2894805958.0,0.09,0.09,13.98,31.04
197,300379,东方通,17.52,3.67,0.62,116201.0,201717635.39,4.62,17.7,16.92,16.96,16.9,1.79,2.68,-27.54,2.26,9928983947.0,7585364469.0,0.0,0.0,-12.0,-14.12
198,600243,青海华鼎,5.09,3.67,0.18,730422.0,360451511.0,6.92,5.09,4.75,4.89,4.91,0.85,16.64,-55.46,2.56,2233746500.0,2233746500.0,0.2,0.59,14.9,22.95
199,600185,格力地产,7.37,3.66,0.26,561075.0,413114657.0,7.03,7.56,7.06,7.15,7.11,0.84,2.98,-32.78,2.27,13892492709.0,13892492709.0,-0.27,-0.27,4.39,-29.34
200,300830,金现代,8.83,3.64,0.31,95104.0,83261152.0,3.87,8.85,8.52,8.53,8.52,2.41,3.07,-54.98,3.29,3798003750.0,2739811031.0,0.11,0.0,-1.12,14.53
201,002992,宝明科技,65.29,3.62,2.28,36914.0,239540478.8,6.89,66.84,62.5,64.89,63.01,2.41,4.71,-100.96,13.91,12030731384.0,5116890578.0,0.0,0.03,-4.88,17.64
202,000625,长安汽车,14.43,3.59,0.5,3154605.0,4469378871.39,9.19,14.83,13.55,13.96,13.93,2.29,4.12,9.35,2.11,143135830890.0,110362557877.0,0.0,0.07,7.45,19.55
203,002023,海特高新,9.32,3.56,0.32,169988.0,157104533.93,4.56,9.41,9.0,9.0,9.0,3.79,2.25,123.4,1.66,7053292148.0,7053292148.0,0.0,0.11,2.31,12.7
204,002995,天地在线,25.94,3.55,0.89,144131.0,372840579.68,5.23,26.49,25.18,25.18,25.05,0.99,12.82,-66.79,4.63,4603169211.0,2916102376.0,0.0,0.15,-19.86,36.6
205,300077,国民技术,12.28,3.54,0.42,152788.0,186634969.42,5.14,12.43,11.82,11.86,11.86,2.23,2.7,-16.0,4.91,7304647480.0,6951301532.0,0.0,0.0,-7.67,-11.97
206,688288,鸿泉物联,24.62,3.53,0.84,18533.0,45367423.0,5.72,24.89,23.53,23.75,23.78,1.1,1.85,-51.99,3.14,2470467310.0,2470467310.0,0.41,0.08,-1.4,44.99
207,301348,蓝箭电子,46.04,3.53,1.57,79576.0,363936145.49,4.3,46.42,44.51,44.87,44.47,1.12,16.78,113.82,5.94,9208000000.0,2183291983.0,0.02,0.33,154.65,154.65
208,600071,凤凰光学,18.81,3.52,0.64,46050.0,86323175.0,3.91,18.97,18.26,18.32,18.17,1.24,1.64,-133.18,10.54,5296404852.0,5296404852.0,0.0,0.11,-9.78,-10.77
209,300184,力源信息,6.2,3.51,0.21,1633070.0,1008441718.2,8.51,6.47,5.96,6.06,5.99,1.5,15.58,68.27,1.97,7154873916.0,6500025310.0,0.0,0.32,24.0,44.19
210,300270,中威电子,7.68,3.5,0.26,127769.0,97791160.0,4.99,7.74,7.37,7.44,7.42,1.34,5.27,-47.33,3.19,2325550295.0,1863126113.0,-0.26,0.0,-19.24,45.18
211,688322,奥比中光-UW,32.65,3.49,1.1,51534.0,166109707.0,5.64,33.1,31.32,31.62,31.55,0.6,2.35,-46.57,4.17,13060032650.0,7146870816.0,0.0,0.03,-13.87,51.51
212,603477,巨星农牧,28.68,3.46,0.96,73158.0,209121112.0,5.23,28.96,27.51,27.56,27.72,1.58,1.45,-20.84,4.77,14515025264.0,14515025264.0,-0.14,-0.24,-11.4,17.73
213,002362,汉王科技,24.6,3.45,0.82,213767.0,523690870.96,6.1,25.19,23.74,23.78,23.78,1.12,10.33,-57.98,4.5,6013584292.0,5093019082.0,0.04,0.12,1.32,58.4
214,300809,华辰装备,28.35,3.43,0.94,258601.0,724061449.93,5.47,28.78,27.28,27.5,27.41,0.83,21.87,66.77,4.77,7149189600.0,3352825508.0,0.07,0.21,37.62,53.0
215,002955,鸿合科技,28.12,3.42,0.93,111552.0,309312196.28,5.92,28.26,26.65,27.12,27.19,1.2,5.98,23.1,1.93,6599364696.0,5242020760.0,0.11,0.39,30.19,26.27
216,600530,ST交昂,2.42,3.42,0.08,157470.0,38006470.0,6.84,2.46,2.3,2.32,2.34,0.62,2.03,-45.35,6.08,1875306400.0,1875306400.0,0.0,0.41,16.35,-36.32
217,300235,方直科技,10.89,3.42,0.36,78286.0,85079368.84,5.32,11.02,10.46,10.6,10.53,1.55,3.85,105.38,3.98,2741520855.0,2212099367.0,0.0,0.0,-5.22,58.06
218,600100,同方股份,7.57,3.42,0.25,945267.0,708472946.0,4.37,7.62,7.3,7.36,7.32,1.34,3.19,125.17,1.66,25361753687.0,22436715059.0,-0.13,0.13,-3.07,75.64
219,301121,紫建电子,43.42,3.41,1.43,22827.0,97953774.43,4.67,43.72,41.76,42.09,41.99,0.74,7.72,-146.62,1.91,3074274249.0,1283574615.0,-0.02,0.05,-12.37,-15.61
220,300020,银江技术,8.51,3.4,0.28,196508.0,165619527.23,4.62,8.63,8.25,8.29,8.23,2.01,3.13,39.99,1.48,6762709559.0,5342158423.0,-0.23,-0.12,-4.17,34.87
221,300157,新锦动力,3.69,3.36,0.12,522045.0,196902456.91,10.36,3.93,3.56,3.6,3.57,2.82,7.49,-19.09,159.94,2677420668.0,2573391819.0,0.0,0.0,16.04,15.31
222,600975,新五丰,8.92,3.36,0.29,191620.0,170249012.0,6.84,9.15,8.56,8.6,8.63,1.56,2.94,-9.16,3.14,11250724934.0,5821866209.0,-0.11,-0.11,-14.15,25.46
223,300201,海伦哲,4.62,3.36,0.15,552827.0,255381814.69,7.16,4.74,4.42,4.49,4.47,1.56,5.33,38.69,3.38,4809057413.0,4789896148.0,-0.22,0.0,19.69,38.74
224,300719,安达维尔,13.25,3.35,0.43,139186.0,185073261.22,6.16,13.65,12.86,12.92,12.82,3.29,7.73,-479.38,3.48,3381741188.0,2385288280.0,0.0,-0.23,-1.56,17.15
225,688484,南芯科技,40.68,3.35,1.32,32874.0,132859938.0,4.88,40.99,39.07,39.07,39.36,1.12,5.57,85.6,4.96,17229200400.0,2400145059.0,0.0,0.44,-1.14,2.24
226,605365,立达信,17.61,3.35,0.57,134394.0,233333626.0,4.75,17.61,16.8,17.05,17.04,1.43,23.47,43.38,2.71,8873648183.0,1008480675.0,0.0,0.23,17.87,11.6
227,002289,ST宇顺,5.88,3.34,0.19,79608.0,46873639.52,4.04,5.97,5.74,5.79,5.69,1.67,3.01,184.11,6.56,1647891950.0,1553491490.0,0.86,0.86,9.29,-14.78
228,605068,明新旭腾,31.6,3.34,1.02,55775.0,170706952.0,8.7,32.0,29.34,31.0,30.58,3.29,10.6,154.16,3.0,5136263242.0,1663423242.0,0.06,-0.44,34.24,6.87
229,301185,鸥玛软件,26.5,3.31,0.85,90274.0,241481109.32,9.32,27.59,25.2,25.99,25.65,2.23,10.48,45.43,4.06,4065566400.0,2281901035.0,-0.34,-0.34,-11.16,75.26
230,002536,飞龙股份,14.38,3.3,0.46,868014.0,1251790747.68,6.18,14.97,14.11,14.6,13.92,4.38,18.49,25.31,3.07,7200235885.0,6750291624.0,0.07,0.0,-3.62,97.26
231,603501,韦尔股份,98.5,3.3,3.15,87372.0,859481536.0,4.76,99.54,95.0,95.35,95.35,1.68,0.74,380.77,6.23,116605159019.0,116472310394.0,0.1,0.05,-7.88,27.91
232,002248,华东数控,10.01,3.3,0.32,657226.0,641612887.39,8.26,10.16,9.36,9.6,9.69,0.81,21.37,185.52,36.06,3078030956.0,3078030956.0,-0.1,0.0,11.35,6.94
233,688110,东芯股份,35.28,3.28,1.12,128350.0,449232240.0,5.24,35.84,34.05,34.1,34.16,1.5,4.68,-103.87,4.11,15602571462.0,9683011634.0,0.14,-0.06,-6.15,35.48
234,603922,金鸿顺,24.36,3.26,0.77,14411.0,34674782.0,5.09,24.4,23.2,23.5,23.59,0.92,1.13,-54.7,3.09,3118080000.0,3118080000.0,-0.04,0.0,10.93,15.01
235,688259,创耀科技,84.81,3.25,2.67,65509.0,546791356.0,7.76,86.48,80.11,81.96,82.14,0.93,11.43,99.63,4.54,6784800000.0,4860698568.0,0.38,0.24,23.88,13.59
236,300131,英唐智控,5.43,3.23,0.17,491346.0,267532066.55,5.13,5.55,5.28,5.32,5.26,2.17,4.78,98.2,3.61,6177152172.0,5584557842.0,0.18,0.18,4.02,12.42
237,605337,李子园,16.35,3.22,0.51,101252.0,168657499.0,4.23,16.99,16.32,16.6,15.84,4.55,6.56,23.97,3.64,6448937040.0,2523509064.0,0.0,0.12,-10.07,-8.09
238,002739,万达电影,12.52,3.22,0.39,399744.0,502428674.22,2.47,12.7,12.4,12.41,12.13,1.35,1.9,32.27,3.61,27285697501.0,26390140461.0,-0.08,-0.24,-10.95,-10.57
239,300710,万隆光电,23.78,3.21,0.74,16060.0,37900166.5,3.34,23.83,23.06,23.06,23.04,1.27,1.81,-142.22,3.69,2365879334.0,2113659879.0,-0.08,-0.04,-6.01,-2.46
240,300397,天和防务,10.93,3.21,0.34,117073.0,126908008.44,3.49,10.98,10.61,10.67,10.59,2.26,2.92,-59.23,3.16,5657769623.0,4380923394.0,-0.09,0.0,-2.15,18.03
241,300166,东方国信,11.29,3.2,0.35,734065.0,822371060.81,3.56,11.34,10.95,10.95,10.94,1.02,7.98,95.99,1.98,13010386424.0,10380142185.0,0.0,0.18,14.74,41.3
242,300548,博创科技,34.93,3.19,1.08,262247.0,905977217.02,4.79,35.2,33.58,33.85,33.85,0.99,11.46,35.28,4.55,9990700187.0,7993460910.0,0.0,0.26,-0.2,109.54
243,002466,天齐锂业,55.88,3.18,1.72,390620.0,2183139532.52,4.65,56.76,54.24,54.25,54.16,1.96,2.65,7.11,1.79,91711462058.0,82410649849.0,-0.02,-0.04,-21.11,-26.46
244,002331,皖通科技,7.2,3.15,0.22,113312.0,80968904.55,4.3,7.29,6.99,7.03,6.98,2.18,2.91,-21.66,1.75,2953770833.0,2804141693.0,0.0,0.28,-2.83,12.15
245,300460,惠伦晶体,12.12,3.15,0.37,147367.0,178197241.8,4.17,12.24,11.75,11.76,11.75,1.01,5.25,-50.88,3.34,3403347522.0,3403347522.0,-0.08,0.0,-2.65,7.35
246,300386,飞天诚信,10.92,3.12,0.33,47296.0,51196932.0,3.4,10.94,10.58,10.71,10.59,1.77,1.93,-29.62,2.79,4565040480.0,2669455425.0,0.09,0.09,6.43,15.31
247,688213,思特威-W,44.48,3.11,1.34,29402.0,128988548.0,6.44,45.13,42.35,43.14,43.14,0.87,1.26,-134.1,4.82,17792444800.0,10420302378.0,-0.04,-0.04,-12.09,14.64
248,001287,中电港,24.9,3.11,0.75,194982.0,474925150.63,6.87,25.16,23.5,24.01,24.15,2.89,10.26,118.79,3.8,18921512415.0,4730378098.0,-0.04,0.0,-5.0,112.1
249,603768,常青股份,17.94,3.1,0.54,125108.0,224209039.0,8.28,18.5,17.06,18.5,17.4,2.31,6.13,20.27,1.85,3659760000.0,3659760000.0,-1.05,-0.17,1.18,21.05
250,688015,交控科技,17.61,3.1,0.53,18151.0,32062949.0,4.51,17.88,17.11,17.11,17.08,2.25,0.96,52.78,1.37,3322667867.0,3322667867.0,0.34,0.28,3.22,-25.48
251,603306,华懋科技,32.69,3.09,0.98,172952.0,564283841.0,5.64,33.2,31.41,31.5,31.71,1.19,5.32,69.05,3.18,10633437590.0,10633437590.0,-0.09,-0.06,5.11,-12.17
252,300493,润欣科技,8.68,3.09,0.26,133514.0,114049548.27,3.21,8.68,8.41,8.45,8.42,1.67,2.66,104.97,4.15,4379957920.0,4348619648.0,0.23,0.81,1.64,43.47
253,601702,华峰铝业,16.37,3.09,0.49,77577.0,125730084.0,5.23,16.5,15.67,15.89,15.88,1.53,0.78,19.78,4.04,16345945922.0,16345945922.0,0.0,-0.12,8.48,10.24
254,600375,汉马科技,6.03,3.08,0.18,146180.0,87853149.0,4.27,6.1,5.85,5.86,5.85,1.54,2.23,-24.31,61.59,3945518509.0,3945518509.0,0.0,0.0,-19.39,-5.04
255,600759,*ST洲际,2.69,3.07,0.08,221492.0,59150832.0,5.36,2.74,2.6,2.6,2.61,0.75,0.98,-193.4,1.56,6088835223.0,6074515008.0,0.37,0.0,-5.94,22.83
256,688261,东微半导,92.78,3.05,2.75,12590.0,117077637.0,4.11,95.0,91.3,91.75,90.03,2.15,2.13,43.7,3.09,8751651081.0,5479512669.0,0.0,0.0,-32.54,-44.85
257,603890,春秋电子,9.13,3.05,0.27,415068.0,375291684.0,9.26,9.45,8.63,8.76,8.86,1.95,9.45,-131.14,1.57,4008435620.0,4008435620.0,0.11,0.11,7.92,1.0
258,301421,波长光电,63.99,3.04,1.89,74585.0,484225880.7,10.21,67.87,61.53,61.88,62.1,1.23,27.18,107.13,6.35,7404794820.0,1755737463.0,0.02,0.08,117.8,117.8
259,300722,新余国科,26.77,3.04,0.79,52709.0,139637039.27,3.43,26.77,25.88,25.88,25.98,1.96,2.29,77.19,11.18,6173975808.0,6173975808.0,0.04,0.04,2.14,26.39
260,301310,鑫宏业,60.8,3.03,1.79,43848.0,268567611.91,7.52,62.98,58.54,59.62,59.01,2.71,19.84,39.92,2.68,5903594880.0,1343501491.0,-0.44,0.16,-8.34,-9.63
261,600647,*ST同达,11.68,3.0,0.34,18986.0,22148021.0,5.11,11.87,11.29,11.29,11.34,1.7,1.36,-244.97,5.57,1625196664.0,1625196664.0,0.0,0.09,-15.67,-8.75
262,688618,三旺通信,72.5,3.0,2.11,6729.0,48687674.0,4.25,73.46,70.47,70.47,70.39,0.76,2.67,68.2,6.66,5446638698.0,1830030790.0,0.26,0.39,14.57,34.96
263,301095,广立微,79.98,2.99,2.32,47240.0,380192801.57,4.83,81.6,77.85,77.98,77.66,1.43,4.22,350.13,5.1,15996000000.0,8951028563.0,-0.07,-0.03,-0.29,-9.76
264,300895,铜牛信息,35.23,2.98,1.02,60487.0,211205317.8,3.98,35.44,34.08,34.08,34.21,1.67,7.15,1148.3,4.55,4960407146.0,2981671497.0,0.0,0.23,6.27,39.75
265,002428,云南锗业,13.5,2.97,0.39,308586.0,415151667.94,4.42,13.7,13.12,13.13,13.11,2.16,4.78,-607.53,6.29,8817120000.0,8718481913.0,0.0,0.0,-17.08,44.85
266,688255,凯尔达,27.47,2.96,0.79,10066.0,27302139.0,4.31,27.61,26.46,26.88,26.68,1.49,1.45,132.18,2.72,3017823159.0,1900468218.0,0.22,0.26,-11.1,51.18
267,002474,榕基软件,7.65,2.96,0.22,212265.0,161091118.22,3.23,7.68,7.44,7.44,7.43,2.16,4.01,-56.71,3.0,4759830000.0,4053950118.0,0.0,0.0,6.84,-9.25
268,002714,牧原股份,36.03,2.94,1.03,372721.0,1337476557.83,4.0,36.4,35.0,35.0,35.0,1.35,1.03,-35.43,3.12,196916543530.0,131008379808.0,0.0,0.03,-12.68,-24.95
269,002123,梦网科技,15.15,2.92,0.43,162012.0,243312117.41,4.89,15.34,14.62,14.72,14.72,1.24,2.36,151.84,3.54,12209781779.0,10397633133.0,0.07,0.07,18.17,34.91
270,000409,云鼎科技,8.11,2.92,0.23,95295.0,77095765.99,3.68,8.18,7.89,7.89,7.88,1.95,2.25,79.1,3.79,5386747196.0,3433587429.0,-0.12,-0.12,-13.35,26.52
271,300805,电声股份,8.54,2.89,0.24,73115.0,62018263.0,2.89,8.56,8.32,8.37,8.3,0.89,2.55,81.49,2.39,3614384200.0,2452168768.0,-0.12,0.0,3.77,25.22
272,603712,七一二,26.03,2.89,0.73,51957.0,134663601.0,3.0,26.1,25.34,25.34,25.3,1.83,0.67,48.27,4.53,20095160000.0,20095160000.0,0.0,-0.08,-11.58,-25.22
